"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1741300890844516434","Sun Dec 31 03:30:58 +0000 2023","6245"," Bansos + BLT rakyat = Uang Jokowi Zulkifli Hasan https://t.co/zv0OEB8YD9","1741300890844516434","https://pbs.twimg.com/ext_tw_video_thumb/1741300718299119616/pu/img/5z6UJCzBSZ7R7CgG.jpg","","in","","1466","1325","2357","https://x.com/ARSIPAJA/status/1741300890844516434","2993008392","ARSIPAJA"
"1741257980061130857","Sun Dec 31 00:40:28 +0000 2023","3154","Begini Amat Menteri Jokowi Jualan Gibran Pake Bansos Zulkifli Hasan: Yang kasih Bansos sama BLT siapa... Yang kasih Bansos sama BLT siapa... yg suka sama Jokowi ngkat tangan... pak Jokowi itu PAN PAN itu pak Jokowi makanya kita dukung Gibran Cocoook?. Gibran itu sopo https://t.co/TzxAAvSWxL","1741257980061130857","https://pbs.twimg.com/ext_tw_video_thumb/1741256507965194240/pu/img/s_iNyjT66wz-lt8v.jpg","","in","Bandung, Jawa Barat","635","768","1501","https://x.com/tijabar/status/1741257980061130857","2395238000","tijabar"
"1756611926577295860","Sun Feb 11 09:31:34 +0000 2024","6018","DIRTY VOTE Di Detik 1:05:30 Cuplikan Partai Gelora Tempo: Dirty Vote Ungkap Dugaan Kecurangan Jokowi Salurkan Bansos Mendadak Kerahkan Polisi Hingga Tekan Kepala Desa https://t.co/MV65qsrSIZ DIRTY VOTE Full Movie: https://t.co/aWjwDOyfeP https://t.co/WpNu7YLiZU","1756611926577295860","https://pbs.twimg.com/ext_tw_video_thumb/1756610669158498304/pu/img/5_vw9S_nbh0Sm8CJ.jpg","","in","Bandung, Jawa Barat","297","444","2968","https://x.com/tijabar/status/1756611926577295860","2395238000","tijabar"
"1770290727874130194","Wed Mar 20 03:26:14 +0000 2024","13285","Bansos DIHAMBURKAN Jokowi dosanya Bu Risma yang tanggung Nggak tau saya begitulah jawaban bu Risma saat dicecar komisi VIII DPR RI pada raker kemarin Jawaban ini adalah kejujuran atas ketidaktahuan aliran Bansos yang dihambur-hamburkan Jokowi selama masa kampanye untuk https://t.co/68MUmc1kj4","1770290727874130194","https://pbs.twimg.com/media/GJFWCOYbEAARyMq.jpg","","in","DKI Jakarta, Indonesia","414","745","3610","https://x.com/Miduk17/status/1770290727874130194","1102461866129776640","Miduk17"
"1744541858909552913","Tue Jan 09 02:09:25 +0000 2024","5378","Presiden Jokowi bagi-bagi bansos di Banten. Dengan spanduk pasangan 02 terpampang di sana. Ada APK di sekitar Presiden. Logis dong jika rakyat disana mengira ini Bansos berasal dari pak Jokowi bukan dari negara. Apakah ini menunjukkan presiden sudah tidak punya etika? Apa https://t.co/8yAmNM14mj","1744541858909552913","https://pbs.twimg.com/amplify_video_thumb/1744538658714337280/img/8EYFrZ9-xAk44Nb8.jpg","","in","Kota Surabaya, Jawa Timur. ","311","1351","2082","https://x.com/henrysubiakto/status/1744541858909552913","201554665","henrysubiakto"
"1754148067962712268","Sun Feb 04 14:21:04 +0000 2024","1721","Awkwkwk di Mata Najwa soal bansos.. Soal bansos Teguh Juwarno ama Adian sindir Bansos Jokowi... Fadli Zon langsung kasih ulti soal bansos Juliari Batubara https://t.co/OyYXLvFmzG","1754148067962712268","https://pbs.twimg.com/media/GFf8VBtasAAnUs4.jpg","","in","Indonesia","36","108","237","https://x.com/PolJokesID/status/1754148067962712268","808244774469677057","PolJokesID"
"1340543437486006273","Sun Dec 20 06:23:56 +0000 2020","3200","...Screenrecording berita Tempo tentang dugaan keterlibatan anak sulung @jokowi bernama Gibran Rakabuming @Chilli_Pari dalam korupsi Bansos (pengadaan goodie bag) saat pandemik ada di sini...Eaaaaa... Percuma kirim hacker buat hapus linknya hahahaha... (`` ) https://t.co/8QfWuV1Rvi","1340543437486006273","https://pbs.twimg.com/ext_tw_video_thumb/1340543066076139523/pu/img/tGkBZU8ddcSgQY7L.jpg","","in","Bukan Penganut Agama Islam","202","224","1491","https://x.com/kafiradikalis/status/1340543437486006273","1242374351078354944","kafiradikalis"
"1794207990024937905","Sat May 25 05:44:37 +0000 2024","10","@xquitavee @jokowi Bahagia menjadi pengemis‼️ Trima kasih pak anda telah mengangkat derajat dan kesejahteraan bagi Petani Negara Tetangga Petani +62 mah sdh bahagia hanya dgn Bansos https://t.co/OqPuz0Ka5o","1794243150841872548","https://pbs.twimg.com/ext_tw_video_thumb/1794243099012874240/pu/img/f5lNoHrxBwWB-1ez.jpg","xquitavee","in","","0","2","1","https://x.com/Gawer50k/status/1794243150841872548","1748028793531596800","Gawer50k"
"1791636965592617016","Sat May 18 01:08:34 +0000 2024","144","Kenegarawanan Jokowi pudar: 1. MK 90. 2. Pernyataan presiden boleh berpihak dan berkampanye. 3. Bansos langsung oleh presiden dan 4. Mobilisasi aparatur negara untuk pemenangan Prabowo Gibran. 2 Februari 2024: https://t.co/euDdQtPmfD #JokowiRajaNepotisme https://t.co/T7LuM2dmNH","1791636965592617016","https://pbs.twimg.com/ext_tw_video_thumb/1791636948249128960/pu/img/lnA3AAOZWiYqxJel.jpg","","in","","2","4","79","https://x.com/Srik4ndiMuslim2/status/1791636965592617016","1629530059265703938","Srik4ndiMuslim2"
"1750417601065566323","Thu Jan 25 07:17:31 +0000 2024","4332","Bu Risma Menteri Sosial yang diangkat untuk DITENGGELAMKAN? Urusan bansos mestinya bu Risma yang atur bukan presiden hingga ke hal-hal teknis seperti pembagian Tetapi panggung seolah2 dikuasai oleh Jokowi semua hingga peran Bu Risma sama sekali tak terlihat Jangan-jangan https://t.co/hlR5EGUphq","1750417601065566323","https://pbs.twimg.com/media/GEq7iCSbsAAYRnb.jpg","","in","DKI Jakarta, Indonesia","67","478","815","https://x.com/Miduk17/status/1750417601065566323","1102461866129776640","Miduk17"
"1252494703146102784","Tue Apr 21 07:09:42 +0000 2020","8648","Pemerintah mulai menggulirkan paket bantuan sosial untuk wilayah DKI Jakarta disusul wilayah Bodetabek. Program Kartu Prakerja mulai berjalan bansos tunai juga mulai dikerjakan minggu ini. Maka itu pemerintah pun menetapkan larangan mudik bagi seluruh masyarakat. https://t.co/cPZJNQ3V0i","1252494703146102784","https://pbs.twimg.com/media/EWHBRnCU0AAacVX.jpg","","in","Jakarta","226","1144","1311","https://x.com/jokowi/status/1252494703146102784","366987179","jokowi"
